"编号{id,int}(idx)","名称(str,n)","描述(str,d)","图标(str,p1)","成就组(num,cjz)","类型{type,int}(num,tp)","接受条件组{acceptCdits,json_cdits}(json,ac)","完成条件组{finCdits,json_cdits}(json,fc)","自动行为组{autoBehavs,json_behavs}(json,ab)","手动行为组{manualBehavs,json_behavs}(json,mb)","重置类型{loop,str}","文字描述1","文字描述2",
35000125,培养人脉,培养人脉2200次,,7,3,"[{type:6,param:3,val:35000124}]","[{type:3,param:2,val:2200,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:6600000}]}]",n,135000125,235000125,
35000126,培养人脉,培养人脉2500次,,7,3,"[{type:6,param:3,val:35000125}]","[{type:3,param:2,val:2500,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:7500000}]}]",n,135000126,235000126,
35000127,培养人脉,培养人脉2800次,,7,3,"[{type:6,param:3,val:35000126}]","[{type:3,param:2,val:2800,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:8400000}]}]",n,135000127,235000127,
35000128,培养人脉,培养人脉3150次,,7,3,"[{type:6,param:3,val:35000127}]","[{type:3,param:2,val:3150,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:9450000}]}]",n,135000128,235000128,
35000129,培养人脉,培养人脉3500次,,7,3,"[{type:6,param:3,val:35000128}]","[{type:3,param:2,val:3500,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:10500000}]}]",n,135000129,235000129,
35000130,培养人脉,培养人脉3900次,,7,3,"[{type:6,param:3,val:35000129}]","[{type:3,param:2,val:3900,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:11700000}]}]",n,135000130,235000130,
35000131,培养人脉,培养人脉4300次,,7,3,"[{type:6,param:3,val:35000130}]","[{type:3,param:2,val:4300,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:12900000}]}]",n,135000131,235000131,
35000132,培养人脉,培养人脉4750次,,7,3,"[{type:6,param:3,val:35000131}]","[{type:3,param:2,val:4750,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:14250000}]}]",n,135000132,235000132,
35000133,培养人脉,培养人脉5200次,,7,3,"[{type:6,param:3,val:35000132}]","[{type:3,param:2,val:5200,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:15600000}]}]",n,135000133,235000133,
35000134,培养人脉,培养人脉5700次,,7,3,"[{type:6,param:3,val:35000133}]","[{type:3,param:2,val:5700,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:17100000}]}]",n,135000134,235000134,
35000135,培养人脉,培养人脉6200次,,7,3,"[{type:6,param:3,val:35000134}]","[{type:3,param:2,val:6200,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:18600000}]}]",n,135000135,235000135,
35000136,培养人脉,培养人脉6750次,,7,3,"[{type:6,param:3,val:35000135}]","[{type:3,param:2,val:6750,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:20250000}]}]",n,135000136,235000136,
35000137,培养人脉,培养人脉7300次,,7,3,"[{type:6,param:3,val:35000136}]","[{type:3,param:2,val:7300,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:21900000}]}]",n,135000137,235000137,
35000138,培养人脉,培养人脉7900次,,7,3,"[{type:6,param:3,val:35000137}]","[{type:3,param:2,val:7900,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:23700000}]}]",n,135000138,235000138,
35000139,培养人脉,培养人脉8500次,,7,3,"[{type:6,param:3,val:35000138}]","[{type:3,param:2,val:8500,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:25500000}]}]",n,135000139,235000139,
35000140,培养人脉,培养人脉9200次,,7,3,"[{type:6,param:3,val:35000139}]","[{type:3,param:2,val:9200,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:27600000}]}]",n,135000140,235000140,
35000141,请家教,请家教4次,10042112,12,3,[],"[{type:3,param:17,val:4,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:36000}]}]",n,135000141,235000141,
35000142,请家教,请家教8次,,12,3,"[{type:6,param:3,val:35000141}]","[{type:3,param:17,val:8,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:70200}]}]",n,135000142,235000142,
35000143,请家教,请家教12次,,12,3,"[{type:6,param:3,val:35000142}]","[{type:3,param:17,val:12,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:114000}]}]",n,135000143,235000143,
35000144,请家教,请家教16次,,12,3,"[{type:6,param:3,val:35000143}]","[{type:3,param:17,val:16,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:222000}]}]",n,135000144,235000144,
35000145,请家教,请家教20次,,12,3,"[{type:6,param:3,val:35000144}]","[{type:3,param:17,val:20,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:432000}]}]",n,135000145,235000145,
35000146,请家教,请家教28次,,12,3,"[{type:6,param:3,val:35000145}]","[{type:3,param:17,val:28,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:735000}]}]",n,135000146,235000146,
35000147,请家教,请家教36次,,12,3,"[{type:6,param:3,val:35000146}]","[{type:3,param:17,val:36,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:1020000}]}]",n,135000147,235000147,
35000148,请家教,请家教44次,,12,3,"[{type:6,param:3,val:35000147}]","[{type:3,param:17,val:44,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:1386000}]}]",n,135000148,235000148,
35000149,请家教,请家教52次,,12,3,"[{type:6,param:3,val:35000148}]","[{type:3,param:17,val:52,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:1728000}]}]",n,135000149,235000149,
35000150,请家教,请家教60次,,12,3,"[{type:6,param:3,val:35000149}]","[{type:3,param:17,val:60,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:2139000}]}]",n,135000150,235000150,
35000151,请家教,请家教72次,,12,3,"[{type:6,param:3,val:35000150}]","[{type:3,param:17,val:72,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:2520000}]}]",n,135000151,235000151,
35000152,请家教,请家教84次,,12,3,"[{type:6,param:3,val:35000151}]","[{type:3,param:17,val:84,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:2958000}]}]",n,135000152,235000152,
35000153,请家教,请家教96次,,12,3,"[{type:6,param:3,val:35000152}]","[{type:3,param:17,val:96,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:3360000}]}]",n,135000153,235000153,
35000154,请家教,请家教108次,,12,3,"[{type:6,param:3,val:35000153}]","[{type:3,param:17,val:108,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:3888000}]}]",n,135000154,235000154,
35000155,请家教,请家教120次,,12,3,"[{type:6,param:3,val:35000154}]","[{type:3,param:17,val:120,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:4368000}]}]",n,135000155,235000155,
35000156,请家教,请家教136次,,12,3,"[{type:6,param:3,val:35000155}]","[{type:3,param:17,val:136,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:4950000}]}]",n,135000156,235000156,
35000157,请家教,请家教152次,,12,3,"[{type:6,param:3,val:35000156}]","[{type:3,param:17,val:152,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:5472000}]}]",n,135000157,235000157,
35000158,请家教,请家教168次,,12,3,"[{type:6,param:3,val:35000157}]","[{type:3,param:17,val:168,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:6072000}]}]",n,135000158,235000158,
35000159,请家教,请家教184次,,12,3,"[{type:6,param:3,val:35000158}]","[{type:3,param:17,val:184,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:6600000}]}]",n,135000159,235000159,
35000160,请家教,请家教200次,,12,3,"[{type:6,param:3,val:35000159}]","[{type:3,param:17,val:200,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:7245000}]}]",n,135000160,235000160,
35000161,请家教,请家教220次,,12,3,"[{type:6,param:3,val:35000160}]","[{type:3,param:17,val:220,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:7800000}]}]",n,135000161,235000161,
35000162,请家教,请家教240次,,12,3,"[{type:6,param:3,val:35000161}]","[{type:3,param:17,val:240,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:8550000}]}]",n,135000162,235000162,
35000163,请家教,请家教260次,,12,3,"[{type:6,param:3,val:35000162}]","[{type:3,param:17,val:260,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:9180000}]}]",n,135000163,235000163,
35000164,请家教,请家教280次,,12,3,"[{type:6,param:3,val:35000163}]","[{type:3,param:17,val:280,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:9945000}]}]",n,135000164,235000164,
35000165,请家教,请家教300次,,12,3,"[{type:6,param:3,val:35000164}]","[{type:3,param:17,val:300,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:10560000}]}]",n,135000165,235000165,
35000166,请家教,请家教324次,,12,3,"[{type:6,param:3,val:35000165}]","[{type:3,param:17,val:324,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:11250000}]}]",n,135000166,235000166,
35000167,请家教,请家教348次,,12,3,"[{type:6,param:3,val:35000166}]","[{type:3,param:17,val:348,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:12600000}]}]",n,135000167,235000167,
35000168,请家教,请家教372次,,12,3,"[{type:6,param:3,val:35000167}]","[{type:3,param:17,val:372,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:14175000}]}]",n,135000168,235000168,
35000169,请家教,请家教396次,,12,3,"[{type:6,param:3,val:35000168}]","[{type:3,param:17,val:396,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:15750000}]}]",n,135000169,235000169,
35000170,请家教,请家教420次,,12,3,"[{type:6,param:3,val:35000169}]","[{type:3,param:17,val:420,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:17550000}]}]",n,135000170,235000170,
35000171,请家教,请家教448次,,12,3,"[{type:6,param:3,val:35000170}]","[{type:3,param:17,val:448,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:19350000}]}]",n,135000171,235000171,
35000172,请家教,请家教476次,,12,3,"[{type:6,param:3,val:35000171}]","[{type:3,param:17,val:476,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:21375000}]}]",n,135000172,235000172,
35000173,请家教,请家教504次,,12,3,"[{type:6,param:3,val:35000172}]","[{type:3,param:17,val:504,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:23400000}]}]",n,135000173,235000173,
35000174,请家教,请家教532次,,12,3,"[{type:6,param:3,val:35000173}]","[{type:3,param:17,val:532,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:25650000}]}]",n,135000174,235000174,
35000175,请家教,请家教560次,,12,3,"[{type:6,param:3,val:35000174}]","[{type:3,param:17,val:560,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:27900000}]}]",n,135000175,235000175,
35000176,请家教,请家教592次,,12,3,"[{type:6,param:3,val:35000175}]","[{type:3,param:17,val:592,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:30375000}]}]",n,135000176,235000176,
35000177,请家教,请家教624次,,12,3,"[{type:6,param:3,val:35000176}]","[{type:3,param:17,val:624,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:32850000}]}]",n,135000177,235000177,
35000178,请家教,请家教656次,,12,3,"[{type:6,param:3,val:35000177}]","[{type:3,param:17,val:656,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:35550000}]}]",n,135000178,235000178,
35000179,请家教,请家教688次,,12,3,"[{type:6,param:3,val:35000178}]","[{type:3,param:17,val:688,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:38250000}]}]",n,135000179,235000179,
35000180,请家教,请家教720次,,12,3,"[{type:6,param:3,val:35000179}]","[{type:3,param:17,val:720,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:41400000}]}]",n,135000180,235000180,
35000181,搞应酬,搞应酬10次,10042113,13,3,[],"[{type:3,param:16,val:10,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:36000}]}]",n,135000181,235000181,
35000182,搞应酬,搞应酬30次,,13,3,"[{type:6,param:3,val:35000181}]","[{type:3,param:16,val:30,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:70200}]}]",n,135000182,235000182,
35000183,搞应酬,搞应酬70次,,13,3,"[{type:6,param:3,val:35000182}]","[{type:3,param:16,val:70,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:114000}]}]",n,135000183,235000183,
35000184,搞应酬,搞应酬130次,,13,3,"[{type:6,param:3,val:35000183}]","[{type:3,param:16,val:130,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:222000}]}]",n,135000184,235000184,
35000185,搞应酬,搞应酬210次,,13,3,"[{type:6,param:3,val:35000184}]","[{type:3,param:16,val:210,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:432000}]}]",n,135000185,235000185,
35000186,搞应酬,搞应酬310次,,13,3,"[{type:6,param:3,val:35000185}]","[{type:3,param:16,val:310,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:735000}]}]",n,135000186,235000186,
35000187,搞应酬,搞应酬440次,,13,3,"[{type:6,param:3,val:35000186}]","[{type:3,param:16,val:440,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:1020000}]}]",n,135000187,235000187,
35000188,搞应酬,搞应酬600次,,13,3,"[{type:6,param:3,val:35000187}]","[{type:3,param:16,val:600,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:1386000}]}]",n,135000188,235000188,
35000189,搞应酬,搞应酬800次,,13,3,"[{type:6,param:3,val:35000188}]","[{type:3,param:16,val:800,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:1728000}]}]",n,135000189,235000189,
35000190,搞应酬,搞应酬1100次,,13,3,"[{type:6,param:3,val:35000189}]","[{type:3,param:16,val:1100,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:2139000}]}]",n,135000190,235000190,
35000191,搞应酬,搞应酬1500次,,13,3,"[{type:6,param:3,val:35000190}]","[{type:3,param:16,val:1500,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:2520000}]}]",n,135000191,235000191,
35000192,搞应酬,搞应酬2000次,,13,3,"[{type:6,param:3,val:35000191}]","[{type:3,param:16,val:2000,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:2958000}]}]",n,135000192,235000192,
35000193,搞应酬,搞应酬2600次,,13,3,"[{type:6,param:3,val:35000192}]","[{type:3,param:16,val:2600,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:3360000}]}]",n,135000193,235000193,
35000194,搞应酬,搞应酬3300次,,13,3,"[{type:6,param:3,val:35000193}]","[{type:3,param:16,val:3300,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:3888000}]}]",n,135000194,235000194,
35000195,搞应酬,搞应酬4100次,,13,3,"[{type:6,param:3,val:35000194}]","[{type:3,param:16,val:4100,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:4368000}]}]",n,135000195,235000195,
35000196,搞应酬,搞应酬5000次,,13,3,"[{type:6,param:3,val:35000195}]","[{type:3,param:16,val:5000,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:4950000}]}]",n,135000196,235000196,
35000197,搞应酬,搞应酬6000次,,13,3,"[{type:6,param:3,val:35000196}]","[{type:3,param:16,val:6000,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:5472000}]}]",n,135000197,235000197,
35000198,搞应酬,搞应酬7100次,,13,3,"[{type:6,param:3,val:35000197}]","[{type:3,param:16,val:7100,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:6072000}]}]",n,135000198,235000198,
35000199,搞应酬,搞应酬8300次,,13,3,"[{type:6,param:3,val:35000198}]","[{type:3,param:16,val:8300,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:6600000}]}]",n,135000199,235000199,
35000200,搞应酬,搞应酬9600次,,13,3,"[{type:6,param:3,val:35000199}]","[{type:3,param:16,val:9600,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:7245000}]}]",n,135000200,235000200,
35000201,搞应酬,搞应酬11000次,,13,3,"[{type:6,param:3,val:35000200}]","[{type:3,param:16,val:11000,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:7800000}]}]",n,135000201,235000201,
35000202,搞应酬,搞应酬12500次,,13,3,"[{type:6,param:3,val:35000201}]","[{type:3,param:16,val:12500,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:8550000}]}]",n,135000202,235000202,
35000203,搞应酬,搞应酬14100次,,13,3,"[{type:6,param:3,val:35000202}]","[{type:3,param:16,val:14100,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:9180000}]}]",n,135000203,235000203,
35000204,搞应酬,搞应酬15800次,,13,3,"[{type:6,param:3,val:35000203}]","[{type:3,param:16,val:15800,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:9945000}]}]",n,135000204,235000204,
35000205,搞应酬,搞应酬17600次,,13,3,"[{type:6,param:3,val:35000204}]","[{type:3,param:16,val:17600,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:10560000}]}]",n,135000205,235000205,
35000206,搞应酬,搞应酬19500次,,13,3,"[{type:6,param:3,val:35000205}]","[{type:3,param:16,val:19500,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:11250000}]}]",n,135000206,235000206,
35000207,搞应酬,搞应酬21500次,,13,3,"[{type:6,param:3,val:35000206}]","[{type:3,param:16,val:21500,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:12600000}]}]",n,135000207,235000207,
35000208,搞应酬,搞应酬23600次,,13,3,"[{type:6,param:3,val:35000207}]","[{type:3,param:16,val:23600,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:14175000}]}]",n,135000208,235000208,
35000209,搞应酬,搞应酬25800次,,13,3,"[{type:6,param:3,val:35000208}]","[{type:3,param:16,val:25800,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:15750000}]}]",n,135000209,235000209,
35000210,搞应酬,搞应酬28100次,,13,3,"[{type:6,param:3,val:35000209}]","[{type:3,param:16,val:28100,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:17550000}]}]",n,135000210,235000210,
35000211,搞应酬,搞应酬30500次,,13,3,"[{type:6,param:3,val:35000210}]","[{type:3,param:16,val:30500,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:19350000}]}]",n,135000211,235000211,
35000212,搞应酬,搞应酬33000次,,13,3,"[{type:6,param:3,val:35000211}]","[{type:3,param:16,val:33000,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:21375000}]}]",n,135000212,235000212,
35000213,搞应酬,搞应酬35600次,,13,3,"[{type:6,param:3,val:35000212}]","[{type:3,param:16,val:35600,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:23400000}]}]",n,135000213,235000213,
35000214,搞应酬,搞应酬38300次,,13,3,"[{type:6,param:3,val:35000213}]","[{type:3,param:16,val:38300,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:25650000}]}]",n,135000214,235000214,
35000215,搞应酬,搞应酬41100次,,13,3,"[{type:6,param:3,val:35000214}]","[{type:3,param:16,val:41100,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:27900000}]}]",n,135000215,235000215,
35000216,搞应酬,搞应酬44000次,,13,3,"[{type:6,param:3,val:35000215}]","[{type:3,param:16,val:44000,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:30375000}]}]",n,135000216,235000216,
35000217,搞应酬,搞应酬47000次,,13,3,"[{type:6,param:3,val:35000216}]","[{type:3,param:16,val:47000,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:32850000}]}]",n,135000217,235000217,
35000218,搞应酬,搞应酬50100次,,13,3,"[{type:6,param:3,val:35000217}]","[{type:3,param:16,val:50100,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:35550000}]}]",n,135000218,235000218,
35000219,搞应酬,搞应酬53300次,,13,3,"[{type:6,param:3,val:35000218}]","[{type:3,param:16,val:53300,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:38250000}]}]",n,135000219,235000219,
