"技能id{id,int}(id,number)","技能名称(name,string)","技能描述(description,string)","前置技能1{pre_1_id,int}(pre_skill_1,number)","前置技能2{pre_2_id,int}(pre_skill_2,number)","技能图标(icon,string)","技能类型{type,int}(type,number)","开启SP消耗{need_sp,int}(sp_cost,number)","效果目标1{effect_1_targets, int}(target_1,number)","效果条件组1{effect_1_conditions, ints}(condition_1,array)","效果id组1{effects_1,ints}(buff_id_1,array)","效果触发点组1{effect_1_trigger_points,ints}(trigger_1,array|number)","效果生效点组1{effect_1_take_effects, ints}(execute_1,array)","持续类型组1(continue_1,array){continue_1,ints}","效果目标2{effect_2_targets, int}(target_2,number)","效果条件组2{effect_2_conditions, ints}(condition_2,array)","效果id组2{effects_2,ints}(buff_id_2,array)","效果触发点组2{effect_2_trigger_points,ints}(trigger_2,array)","效果生效点组2{effect_2_take_effects, ints}(execute_2,array)","持续类型组2(continue_2,array){continue_2,ints}","效果目标3{effect_3_targets, int}(target_3,number)","效果条件组3{effect_3_conditions, ints}(condition_3,array)","效果id组3{effects_3,ints}(buff_id_3,array)","效果触发点组3{effect_3_trigger_points,ints}(trigger_3,array)","效果生效点组3{effect_3_take_effects, ints}(execute_3,array)","持续类型组3(continue_3,array){continue_3,ints}","装备颜色&武器编码组{limit_weapons, ints}(career_limit,array)","装备兵种编码{limit_arms, ints}(arms_limit,array)",限制条件描述
21520139,特技飞行2,自身HP大于50%，可移动至自身周围2格内我方步兵、重装、骑兵相邻的格子,21520138,0,,5,120,48,"{22110011,22137001,22140001,22138001}",{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21520140,特技飞行3,可移动至自身周围2格内我方步兵、重装、骑兵相邻的格子,21520139,0,,5,240,48,"{22137001,22140001,22138001}",{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21520141,迎击队形1,自身HP高于90%，受到敌人攻击时，必定可以进行追击。因自身攻击变化的奥义发动计量+1(多个系统取最大值),0,0,,5,60,2,"{22110015,22102001}","{22210001,22205001}","{23,23}","{23,30}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21520142,迎击队形2,自身HP高于70%，受到敌人攻击时，必定可以进行追击。因自身攻击变化的奥义发动计量+1(多个系统取最大值),21520141,0,,5,120,2,"{22110012,22102001}","{22210001,22205001}","{23,23}","{23,30}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21520143,迎击队形3,自身HP高于50%，受到敌人攻击时，必定可以进行追击。因自身攻击变化的奥义发动计量+1(多个系统取最大值),21520142,0,,5,240,2,"{22110011,22102001}","{22210001,22205001}","{23,23}","{23,30}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21520144,防守队形1,自身HP高于90%，自身敌人皆无法进行追击,0,0,,5,60,2,{22110015},{22212001},{23},{23},{1},1,{},{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21520145,防守队形2,自身HP高于70%，自身敌人皆无法进行追击,21520144,0,,5,120,2,{22110012},{22212001},{23},{23},{1},1,{},{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21520146,防守队形3,自身HP高于50%，自身敌人皆无法进行追击,21520145,0,,5,240,2,{22110011},{22212001},{23},{23},{1},1,{},{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21520147,圣骑士的加护,受到两格距离攻击的敌人连续攻击时，第二次攻击以后受到的伤害降低80%,0,0,,5,300,2,"{22170001,22155001,22156001,22157001,22158001,22159001,22160001}",{22218005},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520148,奉献之喜悦1,使用杖回复我方时，自身也会回复其回复量的50%。,0,0,,5,40,2,{22104001},{22201215},{26},{26},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21520149,奉献之喜悦2,使用杖回复我方时，自身也会回复其回复量的75%。,21520148,0,,5,80,2,{22104001},{22201216},{26},{26},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,33}","{1,2,3,4}",
21520150,奉献之喜悦3,使用杖回复我方时，自身也会回复其回复量的100%。,21520149,0,,5,160,2,{22104001},{22201217},{26},{26},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,34}","{1,2,3,4}",
21520151,幻惑之杖1,使用杖攻击敌人时自身血量为100%，敌人无法反击。,0,0,,5,60,1,{22105001},{22214001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21520152,幻惑之杖2,使用杖攻击敌人时自身血量大于50%，敌人无法反击。,21520151,0,,5,120,1,{22105001},{22214001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,33}","{1,2,3,4}",
21520153,幻惑之杖3,使用杖攻击敌人时，敌人无法反击。,21520152,0,,5,240,1,{22105001},{22214001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,34}","{1,2,3,4}",
21520154,神罚之杖1,杖的伤害计算公式为其他武器的75%,0,0,,5,60,2,"{22150001,22110016}",{22222001},{1},{1},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21520155,神罚之杖2,杖的伤害计算公式为其他武器的90%,21520154,0,,5,120,2,"{22150001,22110011}",{22222001},{1},{1},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{25,26,27,28}","{1,2,3,4}",
21520156,神罚之杖3,杖的伤害计算公式和其他武器相同,21520155,0,,5,240,2,{22150001},{22222001},{1},{1},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,34}","{1,2,3,4}",
21520159,防守魔防联动1,使用或被释放移动系辅助技能时，自身和对方的防守及魔防+2,0,0,,5,50,2,"{22103001,22106001}","{22201520,22201620}","{26,26}","{26,26}","{2,2}",1,"{22103001,22106001}","{22201520,22201620}","{26,26}","{26,26}","{1,1}",0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520160,防守魔防联动2,使用或被释放移动系辅助技能时，自身和对方的防守及魔防+4,21520159,0,,5,100,2,"{22103001,22106001}","{22201522,22201622}","{26,26}","{26,26}","{2,2}",1,"{22103001,22106001}","{22201522,22201622}","{26,26}","{26,26}","{1,1}",0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520161,防守魔防联动3,使用或被释放移动系辅助技能时，自身和对方的防守及魔防+6,21520160,0,,5,200,2,"{22103001,22106001}","{22201524,22201624}","{26,26}","{26,26}","{2,2}",1,"{22103001,22106001}","{22201524,22201624}","{26,26}","{26,26}","{1,1}",0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21530001,步行之跃动1,第一回合开始时，HP低于自身5以上的我方步行单位奥义发动计量-1(可叠加),0,0,,6,60,6,{22137001},{22203001},{10},{10},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}",{1},
21530002,步行之跃动2,第一回合开始时，HP低于自身3以上的我方步行单位奥义发动计量-1(可叠加),21530001,0,,6,120,6,{22137001},{22203001},{10},{10},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}",{1},
21530003,步行之跃动3,第一回合开始时，HP低于自身的我方步行单位奥义发动计量-1(可叠加),21530002,0,,6,240,6,{22137001},{22203001},{10},{10},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}",{1},
21530004,步行之刚击1,周围2格内的我方步行单位可以获得以下效果：攻击高于敌人5以上时，自身攻击造成的奥义发动计量变化量+1(取最大值),0,0,,6,60,48,{22128001},{22205001},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}",{1},
21530005,步行之刚击2,周围2格内的我方步行单位可以获得以下效果：攻击高于敌人3以上时，自身攻击造成的奥义发动计量变化量+1(取最大值),21530004,0,,6,120,48,{22128002},{22205001},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}",{1},
21530006,步行之刚击3,周围2格内的我方步行单位可以获得以下效果：攻击高于敌人时，自身攻击造成的奥义发动计量变化量+1(取最大值),21530005,0,,6,240,48,{22128003},{22205001},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}",{1},
21530007,攻击鼓舞1,回合开始时，周围1格内我方的攻击+2,0,0,,6,50,41,{},{22201322},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530008,攻击鼓舞2,回合开始时，周围1格内我方的攻击+3,21530007,0,,6,100,41,{},{22201323},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530009,攻击鼓舞3,回合开始时，周围1格内我方的攻击+4,21530008,0,,6,200,41,{},{22201324},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530010,速度鼓舞1,回合开始时，周围1格内我方的速度+2,0,0,,6,50,41,{},{22201418},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530011,速度鼓舞2,回合开始时，周围1格内我方的速度+3,21530010,0,,6,100,41,{},{22201419},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530012,速度鼓舞3,回合开始时，周围1格内我方的速度+4,21530011,0,,6,200,41,{},{22201420},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530013,防守鼓舞1,回合开始时，周围1格内我方的防守+2,0,0,,6,50,41,{},{22201520},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530014,防守鼓舞2,回合开始时，周围1格内我方的防守+3,21530013,0,,6,100,41,{},{22201521},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530015,防守鼓舞3,回合开始时，周围1格内我方的防守+4,21530014,0,,6,200,41,{},{22201522},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530016,魔防鼓舞1,回合开始时，周围1格内我方的魔防+2,0,0,,6,50,41,{},{22201620},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530017,魔防鼓舞2,回合开始时，周围1格内我方的魔防+3,21530016,0,,6,100,41,{},{22201621},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530018,魔防鼓舞3,回合开始时，周围1格内我方的魔防+4,21530017,0,,6,200,41,{},{22201622},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530019,骑刃鼓舞,回合开始时，与自身相邻我方骑兵单位攻击及速度+6,21530011,21530008,,6,200,41,{22138001},"{22201326,22201422}",{4},{4},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{3},
21530020,骑盾鼓舞,回合开始时，与自身相邻我方骑兵单位防守及魔防+6,21530017,21530014,,6,200,41,{22138001},"{22201524,22201624}",{4},{4},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{3},
21530021,飞刃鼓舞,回合开始时，与自身相邻我方飞行单位攻击及速度+6,21530011,21530008,,6,200,41,{22139001},"{22201326,22201422}",{4},{4},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530022,飞盾鼓舞,回合开始时，与自身相邻我方飞行单位防守及魔防+6,21530017,21530014,,6,200,41,{22139001},"{22201524,22201624}",{4},{4},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21530023,重刃鼓舞,回合开始时，与自身相邻我方重装单位攻击及速度+6,21530011,21530008,,6,200,41,{22140001},"{22201326,22201422}",{4},{4},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21530024,重盾鼓舞,回合开始时，与自身相邻我方重装单位防守及魔防+6,21530017,21530014,,6,200,41,{22140001},"{22201524,22201624}",{4},{4},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21530025,龙刃鼓舞,回合开始时，与自身相邻我方龙单位攻击及速度+6,21530011,21530008,,6,200,41,{22154001},"{22201326,22201422}",{4},{4},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{25,26,27,28}","{1,2,3,4}",
21530026,龙盾鼓舞,回合开始时，与自身相邻我方龙单位防守及魔防+6,21530017,21530014,,6,200,41,{22154001},"{22201524,22201624}",{4},{4},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{25,26,27,28}","{1,2,3,4}",
21530027,攻击指挥1,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,0,0,,6,60,48,{22163001},{22201322},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530028,攻击指挥2,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,21530027,0,,6,120,48,{22163001},{22201324},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530029,攻击指挥3,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,21530028,0,,6,240,48,{22163001},{22201326},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530030,速度指挥1,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,0,0,,6,60,48,{22163001},{22201418},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530031,速度指挥2,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,21530030,0,,6,120,48,{22163001},{22201420},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530032,速度指挥3,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,21530031,0,,6,240,48,{22163001},{22201422},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530033,防守指挥1,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,0,0,,6,60,48,{22163001},{22201520},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530034,防守指挥2,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,21530033,0,,6,120,48,{22163001},{22201522},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530035,防守指挥3,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,21530034,0,,6,240,48,{22163001},{22201524},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530036,魔防指挥1,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,0,0,,6,60,48,{22163001},{22201620},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530037,魔防指挥2,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,21530036,0,,6,120,48,{22163001},{22201622},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530038,魔防指挥3,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,21530037,0,,6,240,48,{22163001},{22201624},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530039,攻击威慑1,回合开始时，周围2格内敌人的攻击-3,0,0,,6,50,48,{},{22201316},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530040,攻击威慑2,回合开始时，周围2格内敌人的攻击-4,21530039,0,,6,100,48,{},{22201317},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530041,攻击威慑3,回合开始时，周围2格内敌人的攻击-5,21530040,0,,6,200,48,{},{22201318},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530042,速度威慑1,回合开始时，周围2格内敌人的速度-3,0,0,,6,50,48,{},{22201412},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530043,速度威慑2,回合开始时，周围2格内敌人的速度-4,21530042,0,,6,100,48,{},{22201413},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530044,速度威慑3,回合开始时，周围2格内敌人的速度-5,21530043,0,,6,200,48,{},{22201414},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530045,防守威慑1,回合开始时，周围2格内敌人的防守-3,0,0,,6,50,48,{},{22201511},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530046,防守威慑2,回合开始时，周围2格内敌人的防守-4,21530045,0,,6,100,48,{},{22201512},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530047,防守威慑3,回合开始时，周围2格内敌人的防守-5,21530046,0,,6,200,48,{},{22201513},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530048,魔防威慑1,回合开始时，周围2格内敌人的魔防-3,0,0,,6,50,48,{},{22201611},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530049,魔防威慑2,回合开始时，周围2格内敌人的魔防-4,21530048,0,,6,100,48,{},{22201612},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530050,魔防威慑3,回合开始时，周围2格内敌人的魔防-5,21530049,0,,6,200,48,{},{22201613},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530051,恐慌奇策1,回合开始时，位于十字方向上、HP低于自身5以上的敌人，强化状态由+转-,0,0,,6,60,55,{},{22223301},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530052,恐慌奇策2,回合开始时，位于十字方向上、HP低于自身3以上的敌人，强化状态由+转-,21530051,0,,6,120,55,{},{22223301},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530053,恐慌奇策3,回合开始时，位于十字方向上、HP低于自身的敌人，强化状态由+转-,21530052,0,,6,240,55,{},{22223301},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530054,攻击谋策1,回合开始时，位于十字方向上、魔防低于自身的敌人攻击-3,0,0,,6,60,55,{},{22201316},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530055,攻击谋策2,回合开始时，位于十字方向上、魔防低于自身的敌人攻击-4,21530054,0,,6,120,55,{},{22201317},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530056,攻击谋策3,回合开始时，位于十字方向上、魔防低于自身的敌人攻击-5,21530055,0,,6,240,55,{},{22201318},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530057,速度谋策1,回合开始时，位于十字方向上、魔防低于自身的敌人速度-3,0,0,,6,60,55,{},{22201412},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
