"ID{id,int}(idx)","装备类型{equipType,int}(num,equipType)","宝石等级{lv,int}(num,lv)","镶嵌等级（装备强化等级）","品质{qua,int}(num,qua)","属性条数随机权重{attSizeRate,json_intmap}(json,attSizeRate)","属性区间随机权重{attRate,ints}(fun,attRate)","对应的属性类型{attType,ints}(fun,attType)","对应的属性计算类型{calType,ints}(fun,calType)","对应属性区间的属性范围{attRange,json_intAry}(json,attRange)","图标(int,img)","名称(str,nm)","描述(str,desc)","大图标(str,BigImg)",
56800654,6,1,20,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[26,28],[447,482],[300,400],[300,400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800655,6,1,20,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[28,30],[482,516],[300,400],[300,400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800656,6,1,20,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[30,32],[516,551],[300,400],[300,400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800657,6,2,40,1,{1:1},{-1},{4},{2},"[[20,21]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800658,6,2,40,1,{1:1},{-1},{4},{2},"[[21,23]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800659,6,2,40,1,{1:1},{-1},{4},{2},"[[23,25]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800660,6,2,40,1,{1:1},{-1},{4},{2},"[[25,27]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800661,6,2,40,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[29,31],[496,527]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800662,6,2,40,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[31,33],[527,558]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800663,6,2,40,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[33,35],[558,589]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800664,6,2,40,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[35,36],[589,620]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800665,6,2,40,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[40,42],[687,720],[500,600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800666,6,2,40,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[42,44],[720,752],[500,600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800667,6,2,40,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[44,46],[752,785],[500,600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800668,6,2,40,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[46,48],[785,818],[500,600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800669,6,2,40,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[49,53],[826,895],[700,800],[700,800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800670,6,2,40,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[53,57],[895,964],[700,800],[700,800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800671,6,2,40,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[57,61],[964,1033],[700,800],[700,800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800672,6,2,40,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[61,65],[1033,1102],[700,800],[700,800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800673,6,3,60,1,{1:1},{-1},{4},{2},"[[30,32]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800674,6,3,60,1,{1:1},{-1},{4},{2},"[[32,35]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800675,6,3,60,1,{1:1},{-1},{4},{2},"[[35,38]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800676,6,3,60,1,{1:1},{-1},{4},{2},"[[38,41]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800677,6,3,60,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[44,47],[744,790]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800678,6,3,60,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[47,49],[790,837]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800679,6,3,60,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[49,52],[837,883]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800680,6,3,60,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[52,55],[883,930]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800681,6,3,60,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[61,64],[1031,1080],[900,1000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800682,6,3,60,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[64,67],[1080,1129],[900,1000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800683,6,3,60,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[67,70],[1129,1178],[900,1000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800684,6,3,60,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[70,73],[1178,1227],[900,1000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800685,6,3,60,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[73,79],[1240,1343],[1100,1200],[1100,1200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800686,6,3,60,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[79,86],[1343,1447],[1100,1200],[1100,1200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800687,6,3,60,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[86,92],[1447,1550],[1100,1200],[1100,1200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800688,6,3,60,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[92,98],[1550,1653],[1100,1200],[1100,1200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800689,6,4,80,1,{1:1},{-1},{4},{2},"[[40,43]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800690,6,4,80,1,{1:1},{-1},{4},{2},"[[43,47]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800691,6,4,80,1,{1:1},{-1},{4},{2},"[[47,51]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800692,6,4,80,1,{1:1},{-1},{4},{2},"[[51,54]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800693,6,4,80,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[59,62],[992,1054]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800694,6,4,80,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[62,66],[1054,1116]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800695,6,4,80,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[66,70],[1116,1178]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800696,6,4,80,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[70,73],[1178,1240]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800697,6,4,80,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[81,85],[1374,1440],[1300,1400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800698,6,4,80,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[85,89],[1440,1505],[1300,1400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800699,6,4,80,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[89,93],[1505,1571],[1300,1400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800700,6,4,80,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[93,97],[1571,1636],[1300,1400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800701,6,4,80,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[98,106],[1653,1791],[1500,1600],[1500,1600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800702,6,4,80,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[106,114],[1791,1929],[1500,1600],[1500,1600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800703,6,4,80,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[114,123],[1929,2067],[1500,1600],[1500,1600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800704,6,4,80,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[123,131],[2067,2205],[1500,1600],[1500,1600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800705,6,5,100,1,{1:1},{-1},{4},{2},"[[50,54]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800706,6,5,100,1,{1:1},{-1},{4},{2},"[[54,59]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800707,6,5,100,1,{1:1},{-1},{4},{2},"[[59,63]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800708,6,5,100,1,{1:1},{-1},{4},{2},"[[63,68]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800709,6,5,100,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[73,78],[1240,1317]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800710,6,5,100,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[78,83],[1317,1395]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800711,6,5,100,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[83,87],[1395,1472]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800712,6,5,100,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[87,92],[1472,1550]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800713,6,5,100,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[102,107],[1718,1800],[1700,1800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800714,6,5,100,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[107,112],[1800,1882],[1700,1800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800715,6,5,100,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[112,116],[1882,1963],[1700,1800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800716,6,5,100,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[116,121],[1963,2045],[1700,1800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800717,6,5,100,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[123,133],[2067,2239],[1900,2000],[1900,2000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800718,6,5,100,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[133,143],[2239,2411],[1900,2000],[1900,2000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800719,6,5,100,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[143,153],[2411,2583],[1900,2000],[1900,2000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800720,6,5,100,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[153,164],[2583,2756],[1900,2000],[1900,2000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800721,6,6,120,1,{1:1},{-1},{4},{2},"[[60,65]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800722,6,6,120,1,{1:1},{-1},{4},{2},"[[65,71]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800723,6,6,120,1,{1:1},{-1},{4},{2},"[[71,76]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800724,6,6,120,1,{1:1},{-1},{4},{2},"[[76,82]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800725,6,6,120,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[88,94],[1488,1581]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800726,6,6,120,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[94,99],[1581,1674]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800727,6,6,120,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[99,105],[1674,1767]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800728,6,6,120,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[105,110],[1767,1860]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800729,6,6,120,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[122,128],[2062,2160],[2100,2200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800730,6,6,120,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[128,134],[2160,2258],[2100,2200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800731,6,6,120,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[134,140],[2258,2356],[2100,2200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800732,6,6,120,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[140,146],[2356,2454],[2100,2200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800733,6,6,120,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[147,159],[2480,2687],[2300,2400],[2300,2400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800734,6,6,120,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[159,172],[2687,2894],[2300,2400],[2300,2400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800735,6,6,120,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[172,184],[2894,3100],[2300,2400],[2300,2400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800736,6,6,120,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[184,196],[3100,3307],[2300,2400],[2300,2400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800737,6,7,140,1,{1:1},{-1},{4},{2},"[[70,76]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800738,6,7,140,1,{1:1},{-1},{4},{2},"[[76,83]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800739,6,7,140,1,{1:1},{-1},{4},{2},"[[83,89]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800740,6,7,140,1,{1:1},{-1},{4},{2},"[[89,95]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800741,6,7,140,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[103,109],[1736,1844]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800742,6,7,140,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[109,116],[1844,1953]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800743,6,7,140,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[116,122],[1953,2062]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800744,6,7,140,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[122,129],[2062,2170]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800745,6,7,140,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[143,150],[2405,2520],[2500,2600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800746,6,7,140,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[150,156],[2520,2634],[2500,2600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800747,6,7,140,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[156,163],[2634,2749],[2500,2600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800748,6,7,140,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[163,170],[2749,2863],[2500,2600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800749,6,7,140,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[172,186],[2894,3135],[2700,2800],[2700,2800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800750,6,7,140,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[186,200],[3135,3376],[2700,2800],[2700,2800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800751,6,7,140,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[200,215],[3376,3617],[2700,2800],[2700,2800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800752,6,7,140,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[215,229],[3617,3858],[2700,2800],[2700,2800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800753,6,8,160,1,{1:1},{-1},{4},{2},"[[80,87]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800754,6,8,160,1,{1:1},{-1},{4},{2},"[[87,94]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800755,6,8,160,1,{1:1},{-1},{4},{2},"[[94,102]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800756,6,8,160,1,{1:1},{-1},{4},{2},"[[102,109]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800757,6,8,160,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[118,125],[1984,2108]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800758,6,8,160,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[125,132],[2108,2232]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800759,6,8,160,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[132,140],[2232,2356]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800760,6,8,160,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[140,147],[2356,2480]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800761,6,8,160,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[163,171],[2749,2880],[2900,3000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800762,6,8,160,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[171,179],[2880,3011],[2900,3000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800763,6,8,160,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[179,187],[3011,3142],[2900,3000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800764,6,8,160,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[187,194],[3142,3273],[2900,3000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800765,6,8,160,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[196,213],[3307,3583],[3100,3200],[3100,3200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800766,6,8,160,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[213,229],[3583,3858],[3100,3200],[3100,3200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800767,6,8,160,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[229,246],[3858,4134],[3100,3200],[3100,3200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800768,6,8,160,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[246,262],[4134,4410],[3100,3200],[3100,3200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
