"升星id{id,int}(idx)","角色id{hcid,int}(num,hcid)","星级{star,int}(num,lv)","大星(int,bigstar)","头像","形象","生命(num,lf){lf,int}","物理攻击(num,ptk){ptk,int}","魔法攻击(num,stk){stk,int}","物理防御(num,pdf){pdf,int}","魔法防御(num,sdf){sdf,int}","升星的所有消耗{costList,json_funcs}(json,costList)","角色折算后的碎片数量{prizeList,json_funcs}(json,prizeList)","开启被动技能id",
21200206,21000007,26,6,,,23173,3550,0,2341,1873,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200207,21000007,27,6,,,24804,3800,0,2505,2004,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200208,21000007,28,6,,,26436,4050,0,2670,2136,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200209,21000007,29,6,,,28068,4300,0,2835,2268,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200210,21000007,30,7,,,29700,4550,0,3000,2400,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200211,21000008,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200212,21000008,2,1,,,330,49,0,33,26,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200213,21000008,3,1,,,659,99,0,66,53,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200214,21000008,4,1,,,989,148,0,99,79,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200215,21000008,5,2,,,1484,223,0,148,119,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200216,21000008,6,2,,,1978,297,0,198,158,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200217,21000008,7,2,,,2472,371,0,247,198,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200218,21000008,8,2,,,2967,445,0,297,237,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200219,21000008,9,3,,,3626,544,0,363,290,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200220,21000008,10,3,,,4286,643,0,429,343,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200221,21000008,11,3,,,4945,742,0,495,396,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200222,21000008,12,3,,,5604,841,0,560,448,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200223,21000008,13,4,,,6593,989,0,659,527,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200224,21000008,14,4,,,7582,1137,0,758,607,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200225,21000008,15,4,,,8571,1286,0,857,686,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200226,21000008,16,4,,,9560,1434,0,956,765,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200227,21000008,17,4,,,10549,1582,0,1055,844,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200228,21000008,18,5,,,11868,1780,0,1187,949,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200229,21000008,19,5,,,13187,1978,0,1319,1055,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200230,21000008,20,5,,,14505,2176,0,1451,1160,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200231,21000008,21,5,,,15824,2374,0,1582,1266,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200232,21000008,22,5,,,17143,2571,0,1714,1371,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200233,21000008,23,5,,,18462,2769,0,1846,1477,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200234,21000008,24,6,,,20110,3016,0,2011,1609,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200235,21000008,25,6,,,21758,3264,0,2176,1741,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200236,21000008,26,6,,,23407,3511,0,2341,1873,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200237,21000008,27,6,,,25055,3758,0,2505,2004,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200238,21000008,28,6,,,26703,4005,0,2670,2136,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200239,21000008,29,6,,,28352,4253,0,2835,2268,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200240,21000008,30,7,,,30000,4500,0,3000,2400,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200241,21000009,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200242,21000009,2,1,,,272,0,82,22,28,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200243,21000009,3,1,,,544,0,165,44,55,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200244,21000009,4,1,,,816,0,247,66,83,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200245,21000009,5,2,,,1224,0,371,99,125,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200246,21000009,6,2,,,1632,0,495,132,166,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200247,21000009,7,2,,,2040,0,618,165,208,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200248,21000009,8,2,,,2448,0,742,198,250,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200249,21000009,9,3,,,2992,0,907,242,305,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200250,21000009,10,3,,,3536,0,1071,286,361,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200251,21000009,11,3,,,4080,0,1236,330,416,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200252,21000009,12,3,,,4624,0,1401,374,472,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200253,21000009,13,4,,,5440,0,1648,440,555,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200254,21000009,14,4,,,6256,0,1896,505,638,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200255,21000009,15,4,,,7071,0,2143,571,721,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200256,21000009,16,4,,,7887,0,2390,637,805,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200257,21000009,17,4,,,8703,0,2637,703,888,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200258,21000009,18,5,,,9791,0,2967,791,999,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200259,21000009,19,5,,,10879,0,3297,879,1110,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200260,21000009,20,5,,,11967,0,3626,967,1221,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200261,21000009,21,5,,,13055,0,3956,1055,1332,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200262,21000009,22,5,,,14143,0,4286,1143,1443,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200263,21000009,23,5,,,15231,0,4615,1231,1554,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200264,21000009,24,6,,,16591,0,5027,1341,1693,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200265,21000009,25,6,,,17951,0,5440,1451,1831,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200266,21000009,26,6,,,19310,0,5852,1560,1970,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200267,21000009,27,6,,,20670,0,6264,1670,2109,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200268,21000009,28,6,,,22030,0,6676,1780,2248,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200269,21000009,29,6,,,23390,0,7088,1890,2386,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200270,21000009,30,7,,,24750,0,7500,2000,2525,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200271,21000010,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200272,21000010,2,1,,,277,0,81,23,27,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200273,21000010,3,1,,,555,0,162,45,54,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200274,21000010,4,1,,,832,0,242,68,82,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200275,21000010,5,2,,,1249,0,363,101,122,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200276,21000010,6,2,,,1665,0,485,135,163,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200277,21000010,7,2,,,2081,0,606,169,204,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200278,21000010,8,2,,,2497,0,727,203,245,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200279,21000010,9,3,,,3052,0,888,248,299,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200280,21000010,10,3,,,3607,0,1050,293,354,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200281,21000010,11,3,,,4162,0,1212,338,408,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200282,21000010,12,3,,,4717,0,1373,383,462,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200283,21000010,13,4,,,5549,0,1615,451,544,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200284,21000010,14,4,,,6382,0,1858,518,626,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200285,21000010,15,4,,,7214,0,2100,586,707,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200286,21000010,16,4,,,8047,0,2342,653,789,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200287,21000010,17,4,,,8879,0,2585,721,870,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200288,21000010,18,5,,,9989,0,2908,811,979,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200289,21000010,19,5,,,11099,0,3231,901,1088,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200290,21000010,20,5,,,12209,0,3554,991,1197,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200291,21000010,21,5,,,13319,0,3877,1081,1305,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200292,21000010,22,5,,,14429,0,4200,1171,1414,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200293,21000010,23,5,,,15538,0,4523,1262,1523,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200294,21000010,24,6,,,16926,0,4927,1374,1659,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200295,21000010,25,6,,,18313,0,5331,1487,1795,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200296,21000010,26,6,,,19701,0,5735,1599,1931,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200297,21000010,27,6,,,21088,0,6138,1712,2067,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200298,21000010,28,6,,,22475,0,6542,1825,2203,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200299,21000010,29,6,,,23863,0,6946,1937,2339,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200300,21000010,30,7,,,25250,0,7350,2050,2475,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200301,21000011,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200302,21000011,2,1,,,202,105,0,20,16,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200303,21000011,3,1,,,405,210,0,39,31,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200304,21000011,4,1,,,607,316,0,59,47,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200305,21000011,5,2,,,910,473,0,88,70,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200306,21000011,6,2,,,1214,631,0,117,94,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200307,21000011,7,2,,,1517,789,0,147,117,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200308,21000011,8,2,,,1820,947,0,176,141,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200309,21000011,9,3,,,2225,1157,0,215,172,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200310,21000011,10,3,,,2629,1367,0,254,204,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200311,21000011,11,3,,,3034,1578,0,294,235,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200312,21000011,12,3,,,3439,1788,0,333,266,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200313,21000011,13,4,,,4045,2104,0,391,313,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200314,21000011,14,4,,,4652,2419,0,450,360,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200315,21000011,15,4,,,5259,2735,0,509,407,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200316,21000011,16,4,,,5866,3050,0,568,454,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200317,21000011,17,4,,,6473,3366,0,626,501,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200318,21000011,18,5,,,7282,3786,0,705,564,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200319,21000011,19,5,,,8091,4207,0,783,626,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200320,21000011,20,5,,,8900,4628,0,861,689,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200321,21000011,21,5,,,9709,5049,0,940,752,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200322,21000011,22,5,,,10518,5469,0,1018,814,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200323,21000011,23,5,,,11327,5890,0,1096,877,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200324,21000011,24,6,,,12338,6416,0,1194,955,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200325,21000011,25,6,,,13350,6942,0,1292,1034,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200326,21000011,26,6,,,14361,7468,0,1390,1112,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200327,21000011,27,6,,,15372,7994,0,1488,1190,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200328,21000011,28,6,,,16384,8519,0,1586,1268,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200329,21000011,29,6,,,17395,9045,0,1683,1347,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200330,21000011,30,7,,,18406,9571,0,1781,1425,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200331,21000012,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200332,21000012,2,1,,,198,103,0,19,16,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200333,21000012,3,1,,,397,206,0,39,31,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200334,21000012,4,1,,,595,309,0,58,47,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200335,21000012,5,2,,,893,464,0,87,70,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200336,21000012,6,2,,,1190,619,0,116,94,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200337,21000012,7,2,,,1488,773,0,145,117,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200338,21000012,8,2,,,1785,928,0,174,141,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200339,21000012,9,3,,,2182,1134,0,212,172,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200340,21000012,10,3,,,2579,1340,0,251,204,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200341,21000012,11,3,,,2975,1546,0,290,235,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200342,21000012,12,3,,,3372,1753,0,328,266,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200343,21000012,13,4,,,3967,2062,0,386,313,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200344,21000012,14,4,,,4562,2371,0,444,360,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200345,21000012,15,4,,,5157,2680,0,502,407,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200346,21000012,16,4,,,5752,2990,0,560,454,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200347,21000012,17,4,,,6347,3299,0,618,501,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200348,21000012,18,5,,,7141,3711,0,695,564,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200349,21000012,19,5,,,7934,4124,0,773,626,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200350,21000012,20,5,,,8727,4536,0,850,689,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200351,21000012,21,5,,,9521,4948,0,927,752,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200352,21000012,22,5,,,10314,5361,0,1004,814,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200353,21000012,23,5,,,11108,5773,0,1082,877,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200354,21000012,24,6,,,12099,6289,0,1178,955,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200355,21000012,25,6,,,13091,6804,0,1275,1034,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200356,21000012,26,6,,,14083,7319,0,1371,1112,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200357,21000012,27,6,,,15075,7835,0,1468,1190,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200358,21000012,28,6,,,16066,8350,0,1564,1268,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200359,21000012,29,6,,,17058,8866,0,1661,1347,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200360,21000012,30,7,,,18050,9381,0,1758,1425,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200361,21000013,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200362,21000013,2,1,,,200,104,0,20,16,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
