"ID{id,int}(idx)","装备CID{equipCid,int}(num,equipCid)","装备星级{star,int}(num,star)","属性类型{attType,ints}(fun,attType)","属性值{value,ints}(fun,attVal)","计算类型{calType,ints}(fun,calType)","升级到下一星级消耗{costs,json_funcs}(json,costs)",
56701194,56540049,5,"{2,4}","{300,310}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701195,56540050,0,"{2,4}","{0,0}","{1,1}",,
56701196,56540050,1,"{2,4}","{40,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701197,56540050,2,"{2,4}","{80,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701198,56540050,3,"{2,4}","{120,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701199,56540050,4,"{2,4}","{160,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701200,56540050,5,"{2,4}","{200,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701201,56550001,0,"{1,4}","{0,0}","{1,1}",,
56701202,56550001,1,"{1,4}","{248,48}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701203,56550001,2,"{1,4}","{496,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701204,56550001,3,"{1,4}","{744,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701205,56550001,4,"{1,4}","{992,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701206,56550001,5,"{1,4}","{1240,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701207,56550002,0,"{1,4}","{0,0}","{1,1}",,
56701208,56550002,1,"{1,4}","{246,48}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701209,56550002,2,"{1,4}","{492,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701210,56550002,3,"{1,4}","{738,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701211,56550002,4,"{1,4}","{984,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701212,56550002,5,"{1,4}","{1230,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701213,56550003,0,"{1,4}","{0,0}","{1,1}",,
56701214,56550003,1,"{1,4}","{244,48}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701215,56550003,2,"{1,4}","{488,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701216,56550003,3,"{1,4}","{732,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701217,56550003,4,"{1,4}","{976,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701218,56550003,5,"{1,4}","{1220,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701219,56550004,0,"{1,4}","{0,0}","{1,1}",,
56701220,56550004,1,"{1,4}","{244,48}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701221,56550004,2,"{1,4}","{488,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701222,56550004,3,"{1,4}","{732,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701223,56550004,4,"{1,4}","{976,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701224,56550004,5,"{1,4}","{1220,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701225,56550005,0,"{3,4}","{0,0}","{1,1}",,
56701226,56550005,1,"{3,4}","{242,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701227,56550005,2,"{3,4}","{484,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701228,56550005,3,"{3,4}","{726,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701229,56550005,4,"{3,4}","{968,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701230,56550005,5,"{3,4}","{1210,300}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701231,56550006,0,"{3,4}","{0,0}","{1,1}",,
56701232,56550006,1,"{3,4}","{238,62}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701233,56550006,2,"{3,4}","{476,124}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701234,56550006,3,"{3,4}","{714,186}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701235,56550006,4,"{3,4}","{952,248}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701236,56550006,5,"{3,4}","{1190,310}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701237,56550007,0,"{1,4}","{0,0}","{1,1}",,
56701238,56550007,1,"{1,4}","{106,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701239,56550007,2,"{1,4}","{212,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701240,56550007,3,"{1,4}","{318,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701241,56550007,4,"{1,4}","{424,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701242,56550007,5,"{1,4}","{530,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701243,56550008,0,"{1,4}","{0,0}","{1,1}",,
56701244,56550008,1,"{1,4}","{104,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701245,56550008,2,"{1,4}","{208,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701246,56550008,3,"{1,4}","{312,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701247,56550008,4,"{1,4}","{416,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701248,56550008,5,"{1,4}","{520,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701249,56550009,0,"{3,4}","{0,0}","{1,1}",,
56701250,56550009,1,"{3,4}","{174,76}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701251,56550009,2,"{3,4}","{348,152}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701252,56550009,3,"{3,4}","{522,228}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701253,56550009,4,"{3,4}","{696,304}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701254,56550009,5,"{3,4}","{870,380}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701255,56550010,0,"{3,4}","{0,0}","{1,1}",,
56701256,56550010,1,"{3,4}","{170,76}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701257,56550010,2,"{3,4}","{340,152}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701258,56550010,3,"{3,4}","{510,228}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701259,56550010,4,"{3,4}","{680,304}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701260,56550010,5,"{3,4}","{850,380}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701261,56550011,0,"{1,4}","{0,0}","{1,1}",,
56701262,56550011,1,"{1,4}","{234,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701263,56550011,2,"{1,4}","{468,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701264,56550011,3,"{1,4}","{702,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701265,56550011,4,"{1,4}","{936,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701266,56550011,5,"{1,4}","{1170,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701267,56550012,0,"{1,4}","{0,0}","{1,1}",,
56701268,56550012,1,"{1,4}","{230,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701269,56550012,2,"{1,4}","{460,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701270,56550012,3,"{1,4}","{690,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701271,56550012,4,"{1,4}","{920,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701272,56550012,5,"{1,4}","{1150,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701273,56550013,0,"{1,4}","{0,0}","{1,1}",,
56701274,56550013,1,"{1,4}","{232,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701275,56550013,2,"{1,4}","{464,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701276,56550013,3,"{1,4}","{696,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701277,56550013,4,"{1,4}","{928,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701278,56550013,5,"{1,4}","{1160,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701279,56550014,0,"{1,4}","{0,0}","{1,1}",,
56701280,56550014,1,"{1,4}","{230,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701281,56550014,2,"{1,4}","{460,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701282,56550014,3,"{1,4}","{690,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701283,56550014,4,"{1,4}","{920,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701284,56550014,5,"{1,4}","{1150,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701285,56550015,0,"{3,4}","{0,0}","{1,1}",,
56701286,56550015,1,"{3,4}","{230,58}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701287,56550015,2,"{3,4}","{460,116}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701288,56550015,3,"{3,4}","{690,174}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701289,56550015,4,"{3,4}","{920,232}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701290,56550015,5,"{3,4}","{1150,290}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701291,56550016,0,"{3,4}","{0,0}","{1,1}",,
56701292,56550016,1,"{3,4}","{230,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701293,56550016,2,"{3,4}","{460,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701294,56550016,3,"{3,4}","{690,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701295,56550016,4,"{3,4}","{920,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701296,56550016,5,"{3,4}","{1150,300}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701297,56550017,0,"{1,4}","{0,0}","{1,1}",,
56701298,56550017,1,"{1,4}","{100,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701299,56550017,2,"{1,4}","{200,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701300,56550017,3,"{1,4}","{300,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701301,56550017,4,"{1,4}","{400,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701302,56550017,5,"{1,4}","{500,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701303,56550018,0,"{1,4}","{0,0}","{1,1}",,
56701304,56550018,1,"{1,4}","{100,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701305,56550018,2,"{1,4}","{200,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701306,56550018,3,"{1,4}","{300,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701307,56550018,4,"{1,4}","{400,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701308,56550018,5,"{1,4}","{500,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701309,56550019,0,"{3,4}","{0,0}","{1,1}",,
56701310,56550019,1,"{3,4}","{168,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701311,56550019,2,"{3,4}","{336,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701312,56550019,3,"{3,4}","{504,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701313,56550019,4,"{3,4}","{672,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701314,56550019,5,"{3,4}","{840,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701315,56550020,0,"{3,4}","{0,0}","{1,1}",,
56701316,56550020,1,"{3,4}","{168,74}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701317,56550020,2,"{3,4}","{336,148}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701318,56550020,3,"{3,4}","{504,222}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701319,56550020,4,"{3,4}","{672,296}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701320,56550020,5,"{3,4}","{840,370}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701321,56550021,0,"{1,4}","{0,0}","{1,1}",,
56701322,56550021,1,"{1,4}","{220,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701323,56550021,2,"{1,4}","{440,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701324,56550021,3,"{1,4}","{660,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701325,56550021,4,"{1,4}","{880,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701326,56550021,5,"{1,4}","{1100,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701327,56550022,0,"{1,4}","{0,0}","{1,1}",,
56701328,56550022,1,"{1,4}","{224,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701329,56550022,2,"{1,4}","{448,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701330,56550022,3,"{1,4}","{672,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701331,56550022,4,"{1,4}","{896,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701332,56550022,5,"{1,4}","{1120,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701333,56550023,0,"{1,4}","{0,0}","{1,1}",,
56701334,56550023,1,"{1,4}","{224,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701335,56550023,2,"{1,4}","{448,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701336,56550023,3,"{1,4}","{672,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701337,56550023,4,"{1,4}","{896,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701338,56550023,5,"{1,4}","{1120,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701339,56550024,0,"{1,4}","{0,0}","{1,1}",,
56701340,56550024,1,"{1,4}","{216,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701341,56550024,2,"{1,4}","{432,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701342,56550024,3,"{1,4}","{648,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701343,56550024,4,"{1,4}","{864,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701344,56550024,5,"{1,4}","{1080,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701345,56550025,0,"{3,4}","{0,0}","{1,1}",,
56701346,56550025,1,"{3,4}","{222,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701347,56550025,2,"{3,4}","{444,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701348,56550025,3,"{3,4}","{666,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701349,56550025,4,"{3,4}","{888,224}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701350,56550025,5,"{3,4}","{1110,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701351,56550026,0,"{3,4}","{0,0}","{1,1}",,
56701352,56550026,1,"{3,4}","{214,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701353,56550026,2,"{3,4}","{428,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701354,56550026,3,"{3,4}","{642,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701355,56550026,4,"{3,4}","{856,224}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701356,56550026,5,"{3,4}","{1070,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701357,56550027,0,"{1,4}","{0,0}","{1,1}",,
56701358,56550027,1,"{1,4}","{96,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701359,56550027,2,"{1,4}","{192,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701360,56550027,3,"{1,4}","{288,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701361,56550027,4,"{1,4}","{384,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701362,56550027,5,"{1,4}","{480,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701363,56550028,0,"{1,4}","{0,0}","{1,1}",,
56701364,56550028,1,"{1,4}","{96,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701365,56550028,2,"{1,4}","{192,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701366,56550028,3,"{1,4}","{288,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701367,56550028,4,"{1,4}","{384,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701368,56550028,5,"{1,4}","{480,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701369,56550029,0,"{3,4}","{0,0}","{1,1}",,
56701370,56550029,1,"{3,4}","{154,70}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701371,56550029,2,"{3,4}","{308,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701372,56550029,3,"{3,4}","{462,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701373,56550029,4,"{3,4}","{616,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701374,56550029,5,"{3,4}","{770,350}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701375,56550030,0,"{3,4}","{0,0}","{1,1}",,
56701376,56550030,1,"{3,4}","{154,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701377,56550030,2,"{3,4}","{308,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701378,56550030,3,"{3,4}","{462,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701379,56550030,4,"{3,4}","{616,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701380,56550030,5,"{3,4}","{770,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701381,56550031,0,"{1,4}","{0,0}","{1,1}",,
56701382,56550031,1,"{1,4}","{220,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701383,56550031,2,"{1,4}","{440,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701384,56550031,3,"{1,4}","{660,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701385,56550031,4,"{1,4}","{880,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701386,56550031,5,"{1,4}","{1100,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701387,56550032,0,"{1,4}","{0,0}","{1,1}",,
56701388,56550032,1,"{1,4}","{216,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701389,56550032,2,"{1,4}","{432,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701390,56550032,3,"{1,4}","{648,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701391,56550032,4,"{1,4}","{864,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701392,56550032,5,"{1,4}","{1080,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701393,56550033,0,"{1,4}","{0,0}","{1,1}",,
56701394,56550033,1,"{1,4}","{220,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701395,56550033,2,"{1,4}","{440,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701396,56550033,3,"{1,4}","{660,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701397,56550033,4,"{1,4}","{880,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701398,56550033,5,"{1,4}","{1100,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701399,56550034,0,"{1,4}","{0,0}","{1,1}",,
56701400,56550034,1,"{1,4}","{214,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701401,56550034,2,"{1,4}","{428,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701402,56550034,3,"{1,4}","{642,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701403,56550034,4,"{1,4}","{856,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701404,56550034,5,"{1,4}","{1070,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701405,56550035,0,"{3,4}","{0,0}","{1,1}",,
56701406,56550035,1,"{3,4}","{214,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701407,56550035,2,"{3,4}","{428,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701408,56550035,3,"{3,4}","{642,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701409,56550035,4,"{3,4}","{856,224}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701410,56550035,5,"{3,4}","{1070,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701411,56550036,0,"{3,4}","{0,0}","{1,1}",,
56701412,56550036,1,"{3,4}","{214,54}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701413,56550036,2,"{3,4}","{428,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701414,56550036,3,"{3,4}","{642,162}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701415,56550036,4,"{3,4}","{856,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701416,56550036,5,"{3,4}","{1070,270}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701417,56550037,0,"{1,4}","{0,0}","{1,1}",,
56701418,56550037,1,"{1,4}","{94,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701419,56550037,2,"{1,4}","{188,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701420,56550037,3,"{1,4}","{282,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701421,56550037,4,"{1,4}","{376,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701422,56550037,5,"{1,4}","{470,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701423,56550038,0,"{1,4}","{0,0}","{1,1}",,
56701424,56550038,1,"{1,4}","{92,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701425,56550038,2,"{1,4}","{184,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701426,56550038,3,"{1,4}","{276,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701427,56550038,4,"{1,4}","{368,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701428,56550038,5,"{1,4}","{460,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701429,56550039,0,"{3,4}","{0,0}","{1,1}",,
56701430,56550039,1,"{3,4}","{154,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701431,56550039,2,"{3,4}","{308,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701432,56550039,3,"{3,4}","{462,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701433,56550039,4,"{3,4}","{616,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701434,56550039,5,"{3,4}","{770,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701435,56550040,0,"{3,4}","{0,0}","{1,1}",,
56701436,56550040,1,"{3,4}","{158,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701437,56550040,2,"{3,4}","{316,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701438,56550040,3,"{3,4}","{474,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701439,56550040,4,"{3,4}","{632,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701440,56550040,5,"{3,4}","{790,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701441,56550041,0,"{1,4}","{0,0}","{1,1}",,
56701442,56550041,1,"{1,4}","{218,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701443,56550041,2,"{1,4}","{436,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701444,56550041,3,"{1,4}","{654,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701445,56550041,4,"{1,4}","{872,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701446,56550041,5,"{1,4}","{1090,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701447,56550042,0,"{1,4}","{0,0}","{1,1}",,
56701448,56550042,1,"{1,4}","{214,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701449,56550042,2,"{1,4}","{428,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701450,56550042,3,"{1,4}","{642,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701451,56550042,4,"{1,4}","{856,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701452,56550042,5,"{1,4}","{1070,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701453,56550043,0,"{3,4}","{0,0}","{1,1}",,
56701454,56550043,1,"{3,4}","{210,52}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701455,56550043,2,"{3,4}","{420,104}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701456,56550043,3,"{3,4}","{630,156}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701457,56550043,4,"{3,4}","{840,208}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701458,56550043,5,"{3,4}","{1050,260}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701459,56550044,0,"{1,4}","{0,0}","{1,1}",,
56701460,56550044,1,"{1,4}","{92,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701461,56550044,2,"{1,4}","{184,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701462,56550044,3,"{1,4}","{276,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701463,56550044,4,"{1,4}","{368,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701464,56550044,5,"{1,4}","{460,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701465,56550045,0,"{3,4}","{0,0}","{1,1}",,
56701466,56550045,1,"{3,4}","{154,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701467,56550045,2,"{3,4}","{308,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701468,56550045,3,"{3,4}","{462,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701469,56550045,4,"{3,4}","{616,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701470,56550045,5,"{3,4}","{770,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701471,56550046,0,"{1,4}","{0,0}","{1,1}",,
56701472,56550046,1,"{1,4}","{212,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701473,56550046,2,"{1,4}","{424,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701474,56550046,3,"{1,4}","{636,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701475,56550046,4,"{1,4}","{848,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701476,56550046,5,"{1,4}","{1060,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701477,56550047,0,"{1,4}","{0,0}","{1,1}",,
56701478,56550047,1,"{1,4}","{208,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701479,56550047,2,"{1,4}","{416,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701480,56550047,3,"{1,4}","{624,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701481,56550047,4,"{1,4}","{832,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701482,56550047,5,"{1,4}","{1040,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701483,56550048,0,"{3,4}","{0,0}","{1,1}",,
56701484,56550048,1,"{3,4}","{210,54}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701485,56550048,2,"{3,4}","{420,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701486,56550048,3,"{3,4}","{630,162}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701487,56550048,4,"{3,4}","{840,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701488,56550048,5,"{3,4}","{1050,270}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701489,56550049,0,"{1,4}","{0,0}","{1,1}",,
56701490,56550049,1,"{1,4}","{92,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701491,56550049,2,"{1,4}","{184,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701492,56550049,3,"{1,4}","{276,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701493,56550049,4,"{1,4}","{368,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
